id,ts,strategy,broker,symbol,action,order_type,qty,price,value_usd,fee_usd,pnl_usd,pnl_pct,paper,order_id,notes,lane,won,source,contract_side,forecast_yes_prob,model_prob_gfs,model_prob_ecmwf,weather_mode,forecast_hours_to_resolution
764,2026-06-10T21:19:18.880992-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,SELL,Limit,6.0,0.88,5.28,0.0444,0.0,0.0,0,1934cdd2-457a-4bd7-934c-2e64b9e3631d,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
763,2026-06-10T21:31:34.120265-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,BUY,Limit,50.0,0.16,8.0,0.4704,0.0,0.0,0,7d8624ed-2f56-4af9-8484-928afa8e203c,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
762,2026-06-10T21:31:40.396975-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,SELL,Limit,32.0,0.88,28.16,0.2366,0.0,0.0,0,194d66a9-28e7-4adc-ac0a-1369d8579258,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
761,2026-06-10T21:37:43.347739-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,SELL,Limit,18.0,0.88,15.84,0.1331,0.0,0.0,0,606b2f95-fe8f-47f8-962a-90cb25a8983a,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
760,2026-06-10T21:49:50.356933-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,BUY,Limit,46.0,0.17,7.82,0.4544,0.0,0.0,0,ca86a57d-b5ea-4322-ac5b-e20f159d7f78,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
759,2026-06-10T21:49:56.347274-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,SELL,Limit,46.0,0.8799999999999999,40.48,0.3401,0.0,0.0,0,8a86f6be-0f8d-4c0e-8d80-fa8eb5275741,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
758,2026-06-10T22:02:00.719327-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,BUY,Limit,42.0,0.18,7.56,0.434,0.0,0.0,0,e19c0fab-bcbd-4efa-836c-5a447e2f757d,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
757,2026-06-10T22:02:07.873628-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,SELL,Limit,42.0,0.89,37.38,0.2879,0.0,0.0,0,9804f5a5-6409-40cc-8a50-d685333c5cee,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
756,2026-06-10T22:14:12.768814-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,BUY,Limit,37.0,0.2,7.4,0.4144,0.0,0.0,0,0f080500-77d1-4fe5-a040-ffd65c586973,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
755,2026-06-10T22:14:18.769530-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,SELL,Limit,37.0,0.86,31.82,0.3119,0.0,0.0,0,31d971c0-0d8f-4947-b016-aafc4ddf1447,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
754,2026-06-10T22:26:21.734202-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,BUY,Limit,19.0,0.21000000000000002,3.99,0.2207,0.0,0.0,0,81d8dbfd-218a-437f-96a1-a9dbab378311,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
753,2026-06-10T22:26:27.374675-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,SELL,Limit,19.0,0.86,16.34,0.1602,0.0,0.0,0,effe17c5-2b16-4642-9db5-12ccd7a98f31,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
752,2026-06-10T22:39:10.148296-04:00,reconstructed_kalshi,kalshi,KXLOWTBOS-26JUN11-T66,BUY,Limit,27.0,0.21,5.67,0.3136,0.0,0.0,0,e4f16dbc-0dd8-4e4f-9d0d-c4fdf9775ce1,reconstructed_from_kalshi_api,lane2,,live_v10,NO,,,,,
